H,W,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
78,95,9.7,2.6,6.2,3.6,9.1,3.3,2.6,5.5,8.7,1.2
92,76,9.7,9.5,5.6,6.2,7.8,3.1,1.5,2.8,2.6,8.5
99,77,3.3,5.5,2.4,8.8,5.8,3.7,7.9,3.4,3.4,2.2
84,93,6.5,4,2.8,1.7,1,2.6,7.6,4.6,5.7,6.2
98,89,1.9,1.2,7.4,4,3.6,8.2,8.5,4.2,8.4,9.7
80,83,7.4,1.8,1.6,6.5,2.9,6.2,5.8,2.6,7.1,4
82,91,3.9,1.3,1.7,1.7,3.9,2.9,1.5,2.5,5,4.2
90,80,7.6,4.5,3,5.3,9.6,3.2,6.7,8.6,9.1,5.2
79,81,7.7,4,4.6,9,5.2,5,8.8,9.6,1.2,3.4
82,87,2.4,6.4,5,6.4,2.8,2.1,6.6,8.2,4.1,7.6
100,86,7.8,9.3,4.2,8.1,6.5,7.4,5.2,1.4,3.1,3.3
93,89,2.5,8.8,7,6.9,6.7,9.4,3.2,2.1,3.3,1.6
91,78,8.6,5.6,1,1.6,7.6,7.6,7.3,7.2,2,3.6
99,82,6.7,3.3,7,2.2,5.2,9.8,9.9,3.9,6.2,9.8
87,81,1.2,4.6,9.6,1.4,2.5,6.6,3.5,9.6,8.1,6.8
85,79,4.2,6.4,9,1.2,4.5,5.2,5.4,5.5,1.9,2.3
90,84,3.6,8.9,1.6,2.4,7.6,4.9,9.5,7.6,4.6,6.8
99,92,5.7,1.9,9.4,6.4,5.6,7,7.1,7.7,2.7,1.4
92,87,2.2,9.4,3.6,8,1.2,9.2,5.1,1.4,9.1,9.3
95,81,8.4,6.2,2.6,5.5,6.3,7.8,8.4,5.5,8.5,9.9
89,87,2.8,3.4,3.7,4.5,4.1,4.9,7,6.6,7.7,5.4
95,89,1.7,1.5,7.6,5.3,9.9,7.2,2.9,1.1,7.4,7.6
87,88,7.5,5.4,3.4,6.3,2.1,9.4,2.7,5.8,6.1,6.8
79,89,5.9,8.3,6.4,8.1,4.7,4.9,5,2.5,9.3,1.9
99,91,3.9,9.9,9.2,6,5.5,3,3.1,5.6,4.4,1.9
94,83,9.8,8,5,1.5,5.8,8.9,3.6,8.4,2,2.7
75,95,2.8,3.1,1.7,7.6,8.7,7.8,1.1,9.8,7,3.7
97,75,7.2,8.5,7.4,6.4,7.5,8.6,7.6,7.7,8.3,9.9
96,95,1.4,3.1,7.8,5.3,3,5.1,9.4,1.8,4.8,3.6
78,91,2.4,6.6,6.8,2.1,8.5,3.3,5,8.6,9.8,5.8
92,100,5.4,3,9.4,5.1,5.1,9,7.1,8.7,4.4,4
81,96,2,9,3,7.5,5.7,1.4,7.6,2.2,2.6,5.2
87,91,8.8,8.2,1.3,6.1,2,8.2,7.2,4.9,8.5,4.9
86,85,8.3,8.3,8.2,6.8,7.6,5.3,4.5,2.8,8.5,3
90,96,6.2,8.6,1.6,6.3,8.2,5,3.9,5.3,4.5,6
99,86,6.9,4.6,2.1,4.7,5.5,2.5,3.3,5.5,7.7,5.1
93,77,5.4,7.6,5.4,8.6,6.6,2.2,9.1,5.5,1.3,4.5
77,99,9.7,4.9,9.9,9.5,8.8,2.1,4.7,5,9.9,1.9
76,97,3.1,2.8,8.3,2.6,2.3,7.9,7.8,9.8,1.5,9.5
95,77,3.3,6.2,8.4,6.2,5.3,1.6,4.7,4.2,8.9,1.4
94,80,4.7,2.2,6.4,4.4,2.9,1.7,3.1,1.4,7.9,7.2
76,98,9.6,4.4,4.6,4.7,3.9,4.7,5.5,7.3,7.2,2.9
98,95,6.4,7.6,1.3,4.3,1.3,7.2,6.4,6.7,5.6,8.2
96,89,5.5,1.2,1.5,1.9,4.8,7.8,3.8,3.6,7,1.9
87,97,2.1,7.4,8.7,8.9,8.4,9.5,3.8,1.8,6.5,7.5
97,95,1.2,8.3,2.9,2,7.2,7.9,1.4,4.6,1.5,2.1
90,88,2.8,4.6,8.9,1.6,7.5,3.9,9.7,3.6,3,6.2
87,82,7.2,8.7,5.7,3.5,3.7,1.6,1.9,2.5,9.4,6.3
80,88,5.7,6.1,2.7,9.1,4.4,7.1,5.5,4.8,4.5,2.4
89,89,1.7,5.4,4.5,6.7,8.6,6,1,3.2,1.8,6.3
92,93,4.4,2.8,8.1,2.4,8.7,7.4,5.9,5.9,8.9,1
89,98,2.5,8.2,3.1,9.7,2.2,2.7,7.7,1.3,6.8,8.8
83,92,8.6,6.4,9,6.5,7.5,3.2,3.5,9.2,3,8.7
87,96,5.3,3.3,6.1,7.8,1.1,3,5.5,1,7.6,1.6
82,75,8.8,2.3,4.3,3.9,7.1,4.8,9.6,9.9,8.5,4.9
86,80,8.2,3.7,7.5,6.4,7.1,6.9,5.3,7.6,8.1,4.8
78,93,4.2,1.7,9.1,4.2,9.4,7.7,3.4,4.4,9.6,7.9
80,81,3.1,9.2,2.6,2.8,9.3,9.5,4.4,1.6,9.3,4.7
86,76,9.8,8.9,9,6.6,6.7,4.4,7.6,7.4,3.9,2.2
75,81,9.6,5.1,3.1,8.8,3.8,9.5,8.9,6,5.7,9.5
94,84,4.6,7.3,6.2,8.9,9.9,5,3.8,2,2.3,3.4
87,82,8.9,9,2.3,8.6,3.9,4.6,1.3,1.9,2.4,2.4
85,80,8,7.5,7.3,5.3,7.3,8.7,7.1,6.2,9.4,6.1
80,79,1.1,5.2,6.8,6.4,6.3,6.3,10,2.4,1.8,8.2
82,93,7.5,4.9,1.3,4.6,8,9.4,1.6,9.2,4.4,8.8
98,86,1.1,5.7,9.2,4.2,6.1,4.3,8.9,3.2,5,1.5
90,78,7.8,8.8,7.3,5.4,6.7,3.6,9.2,1.9,6.2,4.8
97,86,1.1,3.5,9.8,2.7,2,3.8,4.9,2.5,9.9,9.6
88,91,1.3,3.5,6.4,5.8,6.7,3.1,1.1,6.3,9,2.6
96,93,9.9,4.7,6.1,4.1,1.8,2.7,1.8,7.2,5.1,2.9
75,83,6.8,3.4,2.8,4.7,6.4,3.9,2.7,1.9,8.2,6
80,89,5.7,2.7,1.5,7.7,8.6,7.7,1.4,6.9,8.1,2.5
92,97,7.6,8.1,4,8.2,8.9,1.5,3.3,5.9,2.1,5.5
84,99,3.2,1.8,2.4,8.1,6.9,4.4,5,3.3,5.9,7.1
96,90,4,9,8.9,8.6,5.7,5.3,1.3,4.8,2,3.9
88,90,4.9,5.9,4.6,3.7,2.5,9.6,7.7,4.9,9.2,6.7
78,82,1.2,9.9,2.7,6.8,7.8,5.8,1.1,2.8,9.2,3.9
87,80,9.5,7.2,9.6,3.7,4.2,5.6,4.7,1.1,2.6,1.9
95,86,5,2.9,7.8,4.3,6.6,6.7,9.6,1.2,6.2,9.8
91,97,6.2,4.5,7.7,5.5,9.7,4.9,8,7.7,2.2,10
82,79,5.7,5.8,6.4,1.4,7,7.7,3.9,6.7,1.7,6.2
86,78,2.1,5.1,7.2,2.5,9.6,1,6.9,5.1,6,4
81,79,8.6,5.7,3.1,8.7,9.5,3.5,9.9,3.8,7.7,9.5
77,89,2.8,3.1,3.1,9.1,6.2,7.4,5.5,1.7,9.5,2.5
79,99,1.3,8.1,8.7,6,6.4,6.3,2.2,3.9,8.2,3.2
87,75,2,4.5,2.6,5.2,6,9.1,4.3,3.4,9.1,9.3
83,92,1.2,7.2,6.8,2.1,5.1,6.8,1.1,7.9,7.3,8.2
92,84,4.4,9.7,2.7,4.2,3.9,9.6,5.9,5.1,1.4,8.1
84,82,1.4,1.5,8.1,3.7,3.4,1.9,1.6,6,8.2,3.5
87,80,1.5,8.9,2.3,8.9,4.2,9.5,4.5,8.8,8.3,7.5
96,81,7.2,5.3,2.9,3.8,2.2,3.3,7.4,8.7,4.7,5.7
88,77,9.5,3.5,3.6,6.6,3.6,1.6,5.5,7.6,7.8,6.4
82,82,6.6,6.5,3.2,8.7,9.8,5.1,3.2,5.8,1.4,1.1
81,75,5.4,6.3,6.9,6.8,3.2,8.5,3.2,9.5,2.1,9.6
91,95,8.7,3.2,2,8.8,7.7,8.4,3.3,8.6,9.7,1.3
99,100,3.7,1.3,2.4,9.4,3.6,7.5,2.7,2.4,8.3,7.3
80,96,7.8,1.1,4.8,4.6,8.8,8.7,5.1,1.7,7.7,2.1
82,95,1.4,3.2,9.4,1.3,6.9,7.7,6.7,4.4,4.7,7.6
78,89,4.6,5.2,2.9,9.4,8.3,5.4,5.9,8.1,2.2,9.5
86,93,4,6.2,4.5,8,6,4.3,3.5,4.6,8.7,4.5
93,83,3.8,7.3,7.2,8.8,8.3,6.9,9.1,5.1,6.4,5.5
81,99,9.8,7.8,4.9,5.2,1.3,3.7,5.3,8.5,3,1.8
99,80,8.8,1.8,4.9,8.3,7.1,5.8,5.5,3.8,4.4,1.7
75,100,6.2,6.9,7.3,2,1.6,6.1,3.7,9.4,7.6,7.6
83,93,4.9,8.4,5.2,2.5,6.6,1.3,1.7,1.6,6.5,9.9
81,98,9.1,1.9,6.8,6.9,9.8,8.3,8.4,7.9,5.8,3.9
88,77,4.6,4.4,1.2,2.9,7.6,4.3,9.5,8.8,8.8,7.6
97,83,5.8,1.4,5.1,3.7,5.2,1.5,9.6,7,5.1,5.6
94,79,7.8,3.2,3.7,1.6,3,9.5,8.9,4.2,3.1,6
90,77,5.6,9.7,1.3,5.3,4.8,5.5,1.6,4,3,7.5
87,83,6.7,6.9,3.6,2.8,7.8,9.6,6.4,1.8,3,2.1
76,82,6,2.2,8.9,7,5.8,8.4,6.6,7.4,2.9,4.1
90,79,6.8,1.4,1.3,4.7,7.7,1.7,5.9,9.3,3.8,3.1
98,87,7.6,4.1,6,4.4,6.9,7.6,4.3,8.3,3.4,5.5
99,78,2.9,2.6,1.1,8.4,1.4,8.3,5.9,9,2.5,3.9
98,96,1.4,4.6,7.2,4.9,8.2,8.7,4.1,5.9,6.1,3.9
89,98,3.7,4.5,7.8,4.2,5.7,4.1,6.3,7.4,4.8,1.1
85,79,8.5,7,7.6,7,4.9,8,5,7,8.9,3.9
96,85,1.9,8.4,4.1,4.1,6.8,7.3,4,9,8,5.8
88,89,1,3.9,7.5,1.2,3.2,5.9,2.4,9.2,8.5,7.3
99,89,4,8.6,7,2.8,4.5,9.4,9.6,4.6,7.7,3.7
97,91,2.5,5.3,2.8,6.6,8.5,3.4,1.6,6.2,9.7,2.9
78,87,2.6,3.4,3.5,4.3,6.7,6.2,3.6,1.1,8.3,5.1
87,94,9.5,8.2,3.6,4.4,6.4,1.8,3.2,5.4,9.5,1.8
86,95,6.8,7.6,9.7,7.5,5.3,3.9,4.4,1.6,6.4,5.8
80,75,6.4,4.5,9.9,9,3,1.5,6.3,1.6,4.8,6.7
79,83,4.1,6.3,9.7,1.6,9,8.9,7.2,2.4,8.1,7.1
98,82,2.3,3.9,8,2,3.4,2.3,5.5,1.4,1.5,5.7
95,81,7.3,9.9,9.2,2,9.3,4.2,7.1,5,5.8,2.4
91,77,2.2,5.8,1.7,4.8,2.6,7.6,7.4,1.3,1.9,2.7
91,77,1.6,9.4,3.2,7.1,7.1,9.9,4.7,8,6.4,6.8
82,83,5.7,2.8,4.8,5.7,5.7,1.3,4.9,4.9,8.9,9.7
85,98,5.7,7.4,9.7,5,9.1,6.6,7,6.4,8,2.2
89,85,5.2,2.9,5.7,7.7,5.8,7.4,7.3,8.7,9.1,7.1
96,91,1.5,10,5.2,4.6,1.3,4.8,2.4,3.2,2.9,6.8
76,83,8.2,3.2,2.1,8.1,3.3,7.4,7.6,1.9,9.6,3.8
81,78,6.7,2.1,3.6,2.1,7,7,4.6,4.3,6.1,5.3
91,90,1.5,3.2,8,3.4,4.7,2.2,7.2,1.6,3.3,9.3
85,100,9.8,2.9,6.2,7.4,3.4,5.2,1.8,5.9,5.6,7.9
98,83,6.6,5.6,5.2,6,9,4.1,6.9,1.2,4.8,3.3
82,77,3.4,3.3,7.1,2.7,1.5,6.1,8.4,6.5,9.2,1.1
77,84,4.7,6.6,9.2,4.8,8.9,6.9,4.2,3.9,5.5,4.6
95,85,8.1,4.3,4.3,3.9,6.1,1.7,5.1,4.2,3.5,7.5
92,93,3.9,2.2,8.3,5.5,8.3,1.6,5.6,4.2,9.5,4.6
84,86,2.5,2.8,5.2,2.2,7.3,5.8,1.7,7.1,3.5,4.9
90,93,5.1,5.7,9,9.8,4.1,6.3,5.9,2.7,1.3,3
98,96,9.5,2.1,5.2,4.2,7.9,8.6,6.5,6.5,6.2,2.4
94,88,6.9,3.3,7.6,2.8,2.8,3,5.8,3.9,8.3,8.6
94,98,2.7,4.7,3.2,3.8,1.6,9.8,3.7,7,3.3,8.5
85,97,1.3,2.9,7.3,8.1,9.4,5.4,9.5,3.7,9.9,3.4
82,81,5.1,2.9,2.9,7.9,2.4,2.6,7.1,5.4,8.1,3.6
89,75,1.8,3.2,6.4,1.6,6.6,4.3,3.6,3.3,2,9
92,85,7.9,5.8,1.5,6.8,4.3,8.4,4.5,2.8,7.9,8.1
79,98,3,4.8,9.3,3.3,5.5,4.1,7.3,2.7,5.4,3.3
83,82,2,9,6.4,1.8,1.2,9.5,5.6,7.7,7.9,8.8
77,78,9.8,5.7,3.1,4.8,9.7,5.4,5.6,8,3.7,2.2
89,92,4.7,5.3,4.3,9.4,3.9,6,2.3,9.5,4.9,5.9
80,85,9.6,8.4,7.9,4.2,3,1.5,3.6,4.6,1.7,2.4
98,91,2.6,10,9.7,6,9.7,2.7,1.4,3,7.9,9.1
75,99,2.1,9.6,5,2.2,8,6.1,8.2,5.6,2.3,6.9
80,84,5,5.3,2.3,7,4.8,7.9,2.6,7.8,1.1,6.8
76,94,9.1,4.8,7.6,9.7,1.5,8.3,9.6,6.7,9.7,8.6
89,76,4.5,2.5,7.5,6.8,8.9,3.9,9.2,8.5,6.5,2.9
85,79,3.1,8,9.5,7.5,10,6.1,5.7,5.5,3.6,9.4
91,98,1.3,8.3,5.3,7.3,2.3,1.4,8.1,7.5,9.9,7.6
93,88,5,6,8,6.5,1.5,2.9,1.1,8.2,1.1,1.6
91,77,4.4,1.3,5,2.4,6.4,9.2,5.1,3,2.8,1.6
83,85,6.2,4.6,6.7,8.6,3.6,6.7,2.6,8.7,5,8.2
97,96,1.3,6.8,2.3,8.7,7.7,1.9,7.6,4.7,9.4,2.5
90,77,4.9,2.6,9.3,7.1,7,9.2,3.4,5,8.3,6.9
81,93,2.4,3,1,9.7,4,9.8,8.4,8.4,1.2,8
91,92,7.2,6.3,3.2,4.3,9.9,8,4,8.9,1.4,5.1
92,84,6.9,7.4,5.3,8.4,3.7,1.9,5.2,4.7,6.9,3.2
97,94,9.5,1.4,3.2,9.1,6.7,3,4.5,2.1,10,3.6
89,94,9.2,2.4,4.6,9.4,6,4.2,1.3,4.5,4.1,2.5
82,76,6.9,4.4,8.1,6.6,3,3.2,7.3,1.3,4.4,6
98,83,5.2,5,7.8,2.2,7,8.4,9,9.3,1.3,5.3
82,86,7.7,6.2,9.7,5,1.4,7.7,8.7,9.1,9.2,8
87,90,7.5,1.9,6.2,9.8,8.4,5.2,10,9.7,6.1,4.6
81,95,4,6.6,9.2,3.8,1.2,8.1,2.1,2.6,3.5,4.6
97,88,6,1.9,3.1,6,5.4,4,2,8.4,4,3.4
94,78,3.9,5.7,1.5,6.8,8.7,8.7,4.6,4.9,3.1,2.2
81,89,4.9,1.1,6.1,1.4,8.5,8.3,9.6,9.5,7.7,6.3
87,87,4.1,3.7,1.5,5.8,8.4,8.9,4.2,9.6,9,1.3
98,78,6,1.3,2.9,3.4,5.1,5.2,4.6,6.3,9.4,3.7
95,93,3,9.4,8.9,5.5,5.2,8.8,4.8,8.7,9.1,3
92,93,2.8,5.1,5.8,6.3,10,8.7,8.6,4.5,4.2,7.1
75,86,3.9,9.9,9.1,2,6.3,8.2,9.5,2.6,2.1,5.2
89,78,7.4,1.6,5.6,6.2,7.2,5.5,1,3,9.2,4.1
96,99,3.2,1.8,2.9,2,2.6,3.7,9.1,8.8,4.4,8.2
93,97,8.1,2.3,5.4,2.5,5.8,8.4,9.6,3.7,7.5,2.9
96,82,1.6,9,2.8,5.1,9.5,3.8,4.6,6.1,2.7,3.8
96,82,3,9.5,8.4,2.5,2.1,6.3,7.6,8.4,8.3,3.8
93,79,7.3,6.5,6.3,5.7,5.5,6.9,8,6.5,2.6,6.3
91,76,4.4,4.4,1.4,7.7,4.6,2.8,5.3,8.2,5.4,1.6
78,93,5.5,6.8,7.4,7.5,3.8,9.5,3.4,6.5,2.5,6.4
89,79,4.2,2.8,1.7,4.6,7.2,9.3,2.6,7.6,1.3,3.6
83,81,9.8,2.6,8.2,4.4,3.6,9.4,8.1,6.5,5.7,3.7
77,96,7.4,8.5,5.6,2.8,4.5,2.8,2,8.3,1.2,7.9
91,95,5.9,7.1,2.7,5.2,7.5,3.2,8.8,3.4,6.2,5.4
94,83,8.2,3.2,3.4,5.1,7.4,7.2,7.4,3.2,7.1,6.1
91,81,5.2,1.5,5.2,1.1,8.5,9,4.8,8.4,7.6,3.4
84,92,3,5.5,5.5,4.4,1.5,6.1,9.5,7.8,1.7,4
91,77,9.5,3.8,9.8,3.2,4.5,6.8,7.8,1.7,5.8,8
98,92,5.7,6.8,6.5,5.5,4.7,9.8,4.3,9.3,3.2,3.2
79,86,4.3,1.5,9.1,2.3,9.1,9.8,9,9.9,4.1,9.1
94,93,5.9,4.7,3.3,7.8,2.6,5.1,9.9,7.2,5,1.2
81,83,9.3,4.1,1.6,4.1,3.8,3.2,3.2,3.2,6.7,2.8
85,77,9.9,1.3,1.7,3.6,1.1,6.5,8.2,9.6,3.1,2.5
96,82,8.5,4.4,8.8,8,6.9,7.5,4.4,2.9,7.7,8.7
84,76,6.6,3.1,8.4,2.4,9.2,3.9,5.7,3.1,3.2,7.8
84,87,5.5,1.9,5.1,5.5,2.5,9.8,4.4,3.8,6.7,9.6
89,95,5.3,4.9,1.5,1.3,7.8,1.7,6.5,8.9,5.8,3.6
76,81,4.4,2.7,6,2.2,9.3,5.7,5.2,5.1,8.6,3.1
83,94,7.7,4.9,6.8,1.3,6.1,9.3,3.8,2.2,7,9
89,99,4.3,6.8,8.9,3.7,8,9.4,6.8,8.6,2.1,1.3
87,91,3.1,9.3,5.6,4.6,5.3,6.2,6.5,8.2,6.6,2.9
93,88,1.1,2,2.8,8.9,8.8,5.4,4.4,5.5,1.1,9
94,98,4.1,6.5,6.4,5.2,6.9,4.2,9.1,5.7,9,1.1
93,81,1.7,9.7,1.1,6,3.1,3.8,8.3,2.1,4.7,5.7
91,93,4.5,4.9,4.8,2.5,3.2,6.6,7.8,2,5.5,8
80,87,2.5,8.9,8.1,5.6,1.2,3.6,5.8,7.4,1.5,5
83,80,2.2,4.1,7.6,3.8,6.8,6.1,4.5,6.9,7.8,9.1
77,91,1.7,1.7,5.5,8.8,6.4,8.1,4.9,1.3,6.9,4.8
88,88,2,1.7,6.6,2.5,1.2,1.5,5.4,9.7,3.8,5.1
79,87,4.9,6.4,6.8,4.5,9.5,4.3,7.5,6.2,2.1,4.6
100,82,9.8,8.7,1.1,3,3.6,2,3.1,5.6,6.5,9.8
87,79,1.4,6,3.2,5.9,5.9,8,5.4,2.4,8.7,1.9
96,89,9.5,6.7,4.2,8,2.3,5.4,9.3,2.4,7.8,4.1
75,98,3,2,7,9.9,6.7,7.5,6.8,6.7,8.8,2.7
97,99,7.8,2.6,3.2,9.4,4.3,6.1,4.5,3,5.5,4.2
94,95,2.8,2,3.8,7.7,6.1,1.1,5.3,3.9,4.2,2.3
89,80,2.9,3.9,5.5,5.1,6,1.3,7.6,1,6.7,3.5
84,90,1.5,7.9,8.1,6.4,7.2,6.3,5.7,9.9,7.1,6.3
95,78,1.7,1.5,6.2,3.1,1.3,9.4,8.9,1.2,5.5,4.3
88,91,1.9,9.6,1.4,6.6,7.2,8.1,4.9,1.6,5,8.1
80,81,1.3,6.2,2.9,9.6,7.6,8.3,3.6,2.1,6,3
99,80,1.1,5.5,4.1,1.3,9.4,4.2,9.4,1.5,3.2,7.5
94,78,7.8,4.8,8.3,9.8,7,7.3,8.9,5.4,9.6,9.9
99,79,2.7,5.2,2.9,6.6,3.5,3.4,4.6,6.4,8.1,5.7
95,93,6.2,7.7,8,3.7,5.8,6.1,9.8,2.6,2.7,7.2
76,83,8,4.5,3,9,9.2,3.2,8.4,5.6,6.7,7.4
84,99,7.9,3.9,7,5,1.8,4.1,6.3,4,2.5,9.6
84,87,4.5,6.8,9.7,8.8,8.9,5.7,9.6,7.5,2.2,3.1
87,95,6.7,7.5,7.5,4.7,1.4,1.7,2.8,2.4,2.3,5.9
82,97,2.2,5.7,4.4,8.1,8,7,8.7,5.3,9.8,5.1
85,80,3.3,3.5,6.4,9.8,3,9,9.9,9.5,6.4,5.7
96,83,6.8,9,9.5,8.3,9.7,1.1,6.8,9.7,1.8,7.3
84,85,8,9,3.2,7.6,5.8,2.7,7.6,7.4,9.2,7.5
90,82,3.9,5.2,4.9,4.2,3.5,1.9,4.2,8,8.9,4.1
87,79,1.3,4.7,2.8,7.4,9.7,5.1,9.1,3.2,3.4,9.7
83,78,8.2,9.5,9.6,2.1,9.5,5.6,4.3,1.3,6.7,1.3
95,83,2.1,8.3,7.3,2,5.8,9.1,9.9,6,6.6,2.9
84,89,3.6,9.8,1.2,5.6,4.7,6.9,7,9.5,8.5,8.1
80,79,7.3,2.7,3.5,3.5,2.4,9.6,9.9,1.9,9.1,9
85,84,5.3,2.9,8.2,5.2,8.7,1.4,8.4,1.2,8.7,8.1
79,78,3.1,7.4,4.9,2.4,6.9,6.1,6.4,6.4,7.1,8.8
92,79,9.5,3.6,6.8,6.6,3.8,2.2,1.2,10,2.3,6.4
80,90,7.2,1.4,6.1,3.5,2.3,6.6,1.7,6.3,8.7,1.6
95,77,1.7,2.3,7.7,4.4,4.2,1.2,9.1,7.8,6.7,9.3
76,89,1.5,9.2,4.8,8.8,4.1,1.4,5.2,8.5,9.5,1.6
83,98,3.3,8.6,9,8.7,9.3,8.2,1.3,8.7,4.7,2.7
94,79,2.8,6.6,7.8,5.7,7.6,9.9,8.3,1.3,4.9,8.3
88,86,9.8,7.7,2.6,5.3,5.2,3.9,1.2,3.9,1.7,6.8
97,92,2.6,8.8,9.8,1.5,4.5,7.2,7.8,5.9,7.6,8.5
95,99,4.3,1.6,8.2,4.9,2.3,6.7,1.3,5.3,6.4,5.2
86,90,1.1,3.1,7,8.3,3,7.7,4.8,3.1,1.5,1.6
92,90,3.5,7.1,3.3,1.8,2.5,8.7,6.4,7.1,5.4,9.7
77,99,3.2,1.1,5.7,6,7.9,9.8,9,6.5,8.6,1.1
75,78,1.3,9.2,3,7.7,2,5.3,7.9,2.6,3.7,3.9
87,86,6.1,9.1,6.9,3.8,1.6,4.8,8.8,2,6.6,7
82,96,2.5,8.5,1.9,8.5,9.1,4.5,5.4,9.1,8.4,4.8
84,76,5.2,4.6,6.6,2.7,7.4,7.1,9.3,7.6,8,8.5
81,95,4.9,1.7,2.9,8.3,4.3,8.5,4.1,5.2,6.8,5.4
81,76,9.9,5.9,6.1,3.7,3.6,4.6,5,8.3,3.8,1.9
87,90,9.4,6.4,8.3,1,3.9,6,9.9,8.7,6,5.2
81,93,3.5,8.3,3,2.9,6.3,4.1,2.8,5.4,8.7,4.8
82,80,2.1,4.6,1.6,9.2,4.8,9.1,7.8,5.3,8.9,9.6
96,84,8.4,6.1,9,8.8,7.7,1.6,9.9,2.2,4,9.1
82,85,4.9,7.3,2.9,1.2,8.2,5.5,7.6,2.4,3.4,5.2
80,81,3.3,5.9,8.1,3.7,7.7,7.9,5.7,1.5,5.5,1.7
95,86,7,3.7,4.5,2.7,9.1,6.2,5.5,7.4,9.9,2.1
91,94,9.3,7.7,4.4,9.2,7.8,1.7,2.3,5.5,5.8,3.6
99,88,2.5,3.5,6.7,6.4,9.7,7.5,6.8,1.1,8.2,6
83,76,4.3,3.1,4.8,10,8.4,7.3,6.1,1.8,4.4,2.5
82,75,6.4,7,3.9,8.3,1.6,2.7,5.4,5.3,6.8,1.4
78,97,9.4,4.4,5.1,1.8,5.6,4.4,9.7,9.9,8.4,1.1
86,77,7.8,6,10,2.9,9,3.1,3.2,8.3,2,3.3
94,85,5.2,9,3.1,3.2,2.3,6.4,6.1,3.7,4.6,2.9
99,96,6.3,1.2,4.1,1.3,6.6,7,6.2,2.5,7.6,9.3
94,99,8.1,5.4,10,5.6,5.2,1.6,8.7,3.4,4.4,5.7
84,99,5.2,5.3,2.5,9.9,3.7,6.5,3.1,8.8,4.6,6.5
90,81,5.2,6.7,8.3,7.9,8.8,1.3,4.1,1.8,7.5,4.1
98,85,9.8,9.5,1.9,1.5,3.1,1,8,7.4,8.4,3.2
84,81,9.6,5.5,1.8,4.6,9.4,2.1,8.1,5.5,8.2,1.3
97,85,9,7.1,6.5,6.7,2,2.8,9.8,3.9,7.7,9.2
79,97,8.3,2.4,1.9,2,6.2,1.3,3.1,2.9,8.2,8
83,88,7.3,2.6,3.9,5.4,2.5,7.1,1.3,6.7,9,6.7
89,92,2.1,6,9.1,8.7,6.8,9.1,2.6,7.8,9.2,5.8
95,94,1.2,4.5,8.7,5,6.8,5,7,8,5.3,6.9
76,79,2.7,3.5,6.6,6.4,5.2,5.2,7.2,6.4,4.3,9.6
78,76,6.9,5,4.5,3,4.4,1.1,8.4,5,1.9,5.6
79,98,7.9,6.2,3.6,10,5.6,10,7.7,2,7,7.2
90,86,9.1,4.1,6.7,3,4.9,7.8,1.7,4.5,6.1,6.4
81,92,8.9,6.8,9.6,1.8,1.4,2.1,10,3,2,7.7
90,83,8.6,6.5,2,6.1,2.7,6.9,7.7,5.8,8,9.7
77,78,2.9,3.1,9.9,9.8,1.4,2.5,6.1,9.1,1,9
91,95,6.9,6.6,5.4,3.4,2.7,9.7,5.1,1,6.1,5
94,91,4.1,9.6,5.5,3.1,2.1,6.2,9.3,2.1,4,1
93,86,4.8,6.5,4.3,4.7,3.3,4.3,9.2,7.9,1.3,1
83,78,7.5,5.1,7.7,8.4,4.1,3.5,3.4,4.3,9.4,8.6
90,97,9.5,4.7,6,7.4,4.4,4,7.7,3.9,1.1,5.7
78,94,7.7,3,2.7,2.6,6.7,8,8.6,7,6.5,9.1
88,79,9.3,3.6,5.9,2,1.5,4.9,9.3,5.1,7.4,6.8
76,80,6.2,2.1,2.5,2,5.7,4.4,4,1.7,4.5,2.1
75,95,9.8,2.2,8.2,2.5,7.9,7.3,1,7.8,1.1,2.7
84,83,9.1,8.7,6.3,6.8,9.2,1.8,7.6,4.3,8.3,8.6
95,100,1.7,8.1,5.3,5,3.4,4.3,3.3,9.1,2.4,1
79,81,4.9,1.5,4.5,7.3,4,3,5.3,2.5,2.7,2.5
100,98,9.8,9.4,9,6.1,8.4,6.5,4.8,8.5,4.4,6
85,87,3,3.1,2.6,7.4,6.8,1.6,5.2,5.3,7.4,3.7
92,84,4,2.8,4.9,8.3,3.6,7.6,9.2,6.7,3.7,2.8
90,88,2,6.2,3.7,2.1,8.6,4.4,1.8,7.1,5.5,4.4
98,98,9.3,8.4,6.9,6.4,1.5,1.7,1.6,7.2,6.5,7.1
91,78,4.6,4.4,1.7,2.6,2.8,3.3,3.4,4.1,2.4,5.8
100,80,7.7,10,8.4,4.6,1.7,8.5,1.2,3.1,8.4,6.5
91,94,4.3,5.6,6.6,2.1,3.4,1.7,4.1,7.8,6.4,4.7
87,76,7.4,5.7,6.5,3.3,8,4.3,8.3,8.9,1.2,5.6
82,80,9.4,9.8,2.4,3.3,7.1,3.6,7.2,1.7,4.4,7.6
99,93,3.4,8.1,1.5,1.4,8.3,8.2,3.7,5.6,8.2,3.6
78,81,7.2,6.6,8.2,1.8,5.3,8.8,4.2,10,9.8,2.2
81,99,8.6,2.7,4.5,4.3,3.4,4,1.6,8.1,1.7,1.2
